id,brand,price,currency,color,features,condition,condition_description,seller_note,gpu,processor,processor_speed,processor_speed_unit,type,width_of_the_display,height_of_the_display,os,storage_type,hard_drive_capacity,hard_drive_capacity_unit,ssd_capacity,ssd_capacity_unit,screen_size_inch_,ram_size,ram_size_unit
3006,asus,164.5,$,silver,"Bluetooth, Built-in Webcam, Built-in Microphone, Wi-Fi, Rugged",Undefined,Undefined,undefined,intel,intel celeron n,1.10,GHz,notebook/laptop,1920.0,1080.0,chrome,emmc,64.0,gb,64.0,gb,14,64.0,gb
3007,hp,90.0,$,silver,Touchscreen,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,i5-7200u,2.50,GHz,notebook/laptop,2736.0,1824.0,windows,ssd,128.0,gb,128.0,gb,12.3,8.0,gb
3020,other,668.0,$,silver,"10/100 LAN Card,  Backlit Keyboard,  Bluetooth,  Built-in Webcam,  Convertible 2-in-1 Laptop/Tablet,  LTE,  Rugged,  Stylus,  Touchscreen,  Wi-Fi,  2D Barcode Reader,  Dual Battery,  Fingerprint Reader,  Infrared Camera",Excellent - Refurbished,"The item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.","excellent - refurbished: the item is in like-new condition, backed by a one year warranty. it has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. the item includes original or new accessories and will come in new generic packaging. see the seller's listing for full details. see all condition definitions",intel,intel core i5 7th generation,3.30,GHz,notebook/laptop,1920.0,1200.0,windows,ssd,256.0,gb,256.0,gb,10.1,16.0,gb
3089,lenovo,25.5,$,black,"Bluetooth, Built-in Microphone, Built-in Webcam, Rugged, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel celeron n2940 1.83ghz quad,1.83,GHz,notebook/laptop,1366.0,768.0,chrome,ssd,16.0,gb,16.0,gb,11.6,4.0,gb
3090,hp,35.0,$,silver,"Bluetooth, Wi-Fi, Built-in Webcam",Undefined,Undefined,undefined,amd,intel pentium silver,1.10,GHz,notebook/laptop,1366.0,768.0,chrome,ssd,64.0,gb,64.0,gb,14,4.0,gb
3092,dell,889.0,$,silver,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,intel core i7 13th generation,5.00,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,14,16.0,gb
3094,other,668.0,$,silver,"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, LTE, Rugged, Stylus, Touchscreen, Wi-Fi, 2D Barcode Reader, Dual Battery, Fingerprint Reader, Infrared Camera",Excellent - Refurbished,"The item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.","excellent - refurbished: the item is in like-new condition, backed by a one year warranty. it has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. the item includes original or new accessories and will come in new generic packaging. see the seller's listing for full details. see all condition definitions",intel,intel core i5 7th generation,3.30,GHz,notebook/laptop,1920.0,1200.0,windows,ssd,256.0,gb,256.0,gb,10.1,16.0,gb
3104,dell,100.0,$,black,Wi-Fi,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","windows 10 dell laptop in good condition, tested, cleaned, and imaged, and in fully working condition. this dell laptop (3190) was used before and will show normal signs of use and handling. the lcd is not broken and the laptop 3190 can still be used, the lcd may have small scratches that are common with opening and closing of these dell laptops.",other,i7 7th,2.80,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,64.0,gb,14,16.0,gb
3135,lenovo,75.0,$,multicolor,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Widescreen Display,  Wi-Fi",Good - Refurbished,"The item shows moderate wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to good condition by qualified sellers. The item includes original or new accessories and will come in a new generic packaging. See the seller's listing for full details.",1-year allstate warranty. the original hp charger is included.,intel,intel celeron n,2.40,GHz,notebook/laptop,1366.0,768.0,chrome,emmc,32.0,gb,32.0,gb,11.6,4.0,gb
3137,acer,50.0,$,gray,"Touchscreen, Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, 10/100 LAN Card, Backlit Keyboard, Stylus",Undefined,Undefined,undefined,intel,intel celeron,1.40,GHz,notebook/laptop,1366.0,768.0,chrome,ssd,16.0,gb,16.0,gb,11.6,2.0,gb
3139,other,200.0,$,black,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Rugged",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",tested and fully functional,other,intel atom quad-core,1.6,GHz,other,1280.0,800.0,windows,emmc,128.0,gb,128.0,gb,8.1,8.0,gb
3140,dell,99.0,$,black,Touchscreen,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","used very good - this product is in very good cosmetic condition and although there may be some light signs of use, the item has been fully tested and is in excellent working order",intel,intel celeron,1.10,GHz,notebook/laptop,1366.0,768.0,windows,ssd,128.0,gb,128.0,gb,11.6,4.0,gb
3142,hp,539.0,$,silver,"Bluetooth,  Wifi",Certified - Refurbished,"The item is in a pristine, like-new condition. It has been professionally inspected, cleaned, and refurbished by the manufacturer or a manufacturer-approved vendor to meet manufacturer specifications. The item will be in new packaging with original or new accessories. See the seller's listing for full details.",factory refurbished / a+ grade / sealed in box / 2 year ebay allstate warranty / certified refurbished.,amd,amd ryzen 7,1.9,GHz,notebook/laptop,1920.0,1080.0,unknown,ssd,1.0,tb,1.0,tb,14,16.0,gb
3147,lenovo,530.0,$,black,"Touchscreen, 5G, Bluetooth, Built-in Webcam, Wi-Fi, Backlit Keyboard, Built-in Microphone",Undefined,Undefined,undefined,other,qualcomm snapdragon 8cx gen 3 sc8280xp,3.00,GHz,notebook/laptop,1920.0,1200.0,windows,ssd,512.0,gb,512.0,gb,13.3,16.0,gb
3149,dell,575.0,$,green,"Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, 10/100 LAN Card, Backlit Keyboard, Built-in Microphone",Undefined,Undefined,undefined,intel,intel core i7 12th generation,4.70,GHz,notebook/laptop,3072.0,1920.0,windows,ssd,1.0,tb,1.0,tb,16,40.0,gb
3152,lenovo,220.0,$,other,"Webcam, Bluetooth, Wi-Fi",Excellent - Refurbished,"The item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",undefined,intel,intel core i5 6th generation,2.40,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,14,12.0,gb
3154,hp,99.94,$,black,"Touchscreen,  Bluetooth,  Built-in Webcam,  Built-in Microphone",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,mediatek mt8183,2.00,GHz,other,1366.0,768.0,chrome,emmc,4.0,gb,32.0,gb,11.6,4.0,gb
3156,lenovo,100.0,$,black,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  DVD-Drive,  Built-in Speakers",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i3 4th generation,2.40,GHz,notebook/laptop,1366.0,768.0,windows,ssd,250.0,gb,256.0,gb,15.6,8.0,gb
3168,other,299.0,$,gray,"Bluetooth,  Wi-Fi",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,intel celeron,2.40,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,24.0,gb,1024.0,gb,15.6,24.0,gb
3191,microsoft,240.0,$,black,"Bluetooth, Built-in Microphone, Built-in Webcam, Touchscreen, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel core i5-8350u,1.70,GHz,other,2736.0,1824.0,windows,ssd,256.0,gb,256.0,gb,12.1,8.0,gb
3196,dell,1450.0,$,black,Rugged,Excellent - Refurbished,"The item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",the laptop is manufacturer refurbished directly from dell with a fully transferrable warranty.,intel,intel core i5 11th generation,2.40,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,14,32.0,gb
3200,hp,820.0,$,silver,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Touchscreen, Wi-Fi",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,intel core i7 10th generation,1.60,GHz,notebook/laptop,3840.0,2160.0,windows,ssd,1.0,tb,1.0,tb,13.3,8.0,gb
3205,lenovo,199.0,$,black,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",100% factory reset to default settings | 100% functional | tested by in-house certified technician | professionally maintained | well packaged | genuine photos | buy with confidence |,amd,amd ryzen 5,2.00,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,14,16.0,gb
3207,asus,197.0,$,blue,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi, Convertible 2-in-1 Laptop/Tablet, Backlit Keyboard, Built-in Microphone",Undefined,Undefined,undefined,intel,intel celeron n,1.10,GHz,notebook/laptop,1366.0,768.0,windows,emmc,64.0,gb,64.0,gb,14,4.0,gb
3216,dell,450.0,$,black,"Bluetooth, Built-in Webcam, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","no operating system included, includes power adapter. all units have been thoroughly tested - guaranteed to be 100% functional (noted discrepancies notwithstanding). screens are in excellent condition! outer case may show some minor scratches/scuffs from normal use. 62%-100% battery capacity.",intel,intel core i7 11th generation,3.00,GHz,notebook/laptop,1920.0,1080.0,unknown,ssd,256.0,gb,256.0,gb,14,16.0,gb
